Bigram-2 Words
would desert
desert froze
froze death
death let
let mother
mother russian
russian soldier
soldier see
see collective
collective sent
sent anti-war
anti-war text
text russian
russian cell
cell phone
phone user
user tell
tell truth
truth putin's
putin's invasion
invasion new
new supermarket
supermarket shelf
shelf completely
completely empty
empty russians
russians panic
panic sanction
sanction occupied
occupied invaders
invaders play
play back
back anthem
anthem ussr
ussr locals
locals sing
sing anthem
anthem city
city siege
siege ampermanent
ampermanent shelling
shelling bomb
bomb may
may destroy
destroy city
city never
never surrender
surrender ukrainian
ukrainian defender
defender hero
hero fight
fight cyborg
cyborg proud
proud pray
pray russian
russian war
war crime
crime never
never forgotten
forgotten warning
warning nato
nato russia
russia fired
fired kh-m
kh-m kinzhal
kinzhal dagger
dagger hypersonic
hypersonic missile
missile combat
combat first
first time
time engage
engage target
target western
western ukraine
ukraine neutralising
neutralising large
large underground
underground warehouse
warehouse village
village delyatyn
delyatyn ukraines
ukraines ivano-frankivsk
ivano-frankivsk region
region russia
russia mined
mined route
route bosporus
bosporus odessa
odessa claimed
claimed ukrainian
ukrainian mine
mine announced
announced head
head project
project institute
institute black
black sea
sea strategic
strategic studies
studies andrei
andrei klimenko
klimenko others
others country
country general
general andrey
andrey mordvichev
mordvichev dead
dead burn
burn hell
hell mf
mf cabin
cabin completely
completely torn
torn apart
apart sensitive
sensitive reason
reason flag
flag cry
cry help
help original
original right
right president
president shared
shared photo
photo destruction
destruction country
country million
million people
people estimated
estimated internally
internally displaced
displaced million
million left
left country
country another
another intercept
intercept near
near nothing
nothing week
week mean
mean gone
gone wont
wont surrender
surrender cut
cut pows
pows ear
ear broke
broke finger
finger think
think theyd
theyd treat
treat better
better local
local paper
paper owned
owned russian
russian oligarch
oligarch even
even close
close friend
friend vladimir
vladimir close
close due
due warwe
warwe say
say minute
minute research
research find
find russian
russian bought
bought vineyard
vineyard production
production halved
halved sell
sell bad
bad manager
manager tax
tax write-off
write-off employee
employee belarusian
belarusian embassy
embassy left
left last
last employee
employee crossed
crossed border
border today
today quite
quite worrying
worrying need
need stop
stop putin
putin later
later hell
hell city
city council
council member
member maksym
maksym borodin
borodin tell
tell via
via terrible
terrible frame
frame hospital
hospital last
last working
working hospital
hospital mariupol
mariupol dead
dead body
body child
child adult
adult lie
lie basement
basement possibility
possibility bury
bury video
video russian
russian kamaz
kamaz typhoon-k
typhoon-k mrap
mrap armoured
armoured vehicle
vehicle destroyed
destroyed ukrainian
ukrainian force
force remember
remember war
war based
based deception
deception reality
reality reported
reported medium
medium paid
paid never
never neutralregarding
neutralregarding news
news dare
dare read
read watch
watch medium
medium shocked
shocked see
see lied
lied much
much westrt
westrt sputniknews
sputniknews dot
dot com
com president
president shared
shared photo
photo destruction
destruction country
country million
million people
people estimated
estimated internally
internally displaced
displaced million
million left
left country
country day
day commander
commander th
th guards
guards combined
combined arms
arms army
army lt
lt gen
gen andrey
andrey mordvichev
mordvichev kia
kia kherson
kherson airporttotal
airporttotal since
since start
start war
war generals
generals killed
killed colonels
colonels killed
killed watch
watch defender
defender kharkiv
kharkiv latest
latest liuba
liuba serge
serge full
full video
video year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill armed
armed forces
forces downed
downed tocka-u
tocka-u rocket
rocket manpads
manpads near
near regionit
regionit turn
turn missile
missile quite
quite easy
easy shoot
shoot help
help manpads
manpads stinger
stinger mod
mod video
video russian
russian kamaz
kamaz typhoon-k
typhoon-k mrap
mrap armoured
armoured vehicle
vehicle destroyed
destroyed ukrainian
ukrainian force
force urgent
urgent staff
staff member
member embassy
embassy ukraine
ukraine left
left territory
territory today
today led
led ambassadorwhat
ambassadorwhat could
could mean
mean diplomacy
diplomacy result
result ethnic
ethnic cleansing
cleansing military
military ops
ops conducted
conducted member
member invader
invader turkish
turkish state
state invasion
invasion seen
seen legit
legit illegal
illegal power
power boris
boris johnson
johnson watching
watching development
development afrin
afrin closely
closely turkey
turkey right
right want
want keep
keep border
border secure
secure harry
harry burton
burton irish
irish prime
prime minister
minister testing
testing positive
positive covid
covid political
political cartoon
cartoon gallery
gallery london
london beyond
beyond numerous
numerous reason
reason labor
labor unethical
unethical promotion
promotion manipulating
manipulating uneducated
uneducated mother
mother pollution
pollution price
price fixing
fixing mislabeling
mislabeling complacent
complacent genocide
genocide dont
dont learn
learn something
something take
take care
care need
need resource
resource frontline
frontline homeless
homeless worker
worker saving
saving life
life tzm-t
tzm-t reloader
reloader vehicle
vehicle tos-a
tos-a thermobaric
thermobaric mrl
mrl abandoned
abandoned russian
russian army
army meanwhile
meanwhile destroyed
destroyed ukrainian
ukrainian civilian
civilian st
st separate
separate battalion
battalion right
right sector
sector group
group released
released video
video artillery
artillery attack
attack positionthe
positionthe group
group seems
seems operating
operating mm
mm p
p howitzer
howitzer exact
exact location
location specified
specified group
group sadness
sadness ukraine
ukraine gregos
gregos art
art paris
paris france
france informative
informative video
video past
past present
present nuclear
nuclear weapon
weapon finished
finished watching
watching youll
youll get
get clear
clear picture
picture nato
nato avoiding
avoiding fly
fly zone
zone ukraine
ukraine hoping
hoping avoid
avoid catastrophic
catastrophic nuclear
nuclear war
war force
force blow
blow railway
railway bridge
bridge near
near border
border support
support retweet
retweet russia
russia like
like ukraine
ukraine since
since beginning
beginning war
war russian
russian occupier
occupier conducted
conducted air
air raid
raid since
since invasion
invasion enemy
enemy made
made missile
missile strike
strike well
well used
used surface-to-surface
surface-to-surface naval
naval surface-to-air
surface-to-air missile
missile victim
victim occupier
occupier putin
putin become
become ukrainian
ukrainian child
child injured
injured affected
affected child
child region
region stop
stop putting
putting feature
feature play
play flakey
flakey domestic
domestic misery
misery lap
lap western
western luxury
luxury real
real trauma
trauma elsewhere
elsewhere holo
holo video
video alleged
alleged performance
performance background
background sound
sound engineer
engineer dark
dark jacket
jacket sound
sound engineer
engineer already
already white
white jacketscyclo
jacketscyclo bunker
bunker afraid
afraid stick
stick snout
snout nestle
nestle remains
remains paying
paying tax
tax russian
russian government
government giving
giving putin
putin money
money kill
kill civilian
civilian child
child welcome
welcome scotlandgreat
scotlandgreat see
see first
first minister
minister welcoming
welcoming ukrainians
ukrainians scotland
scotland we're
we're welcoming
welcoming nation
nation safe
safe country
country let's
let's make
make welcome
welcome possible
possible truck
truck z
z estroyed
estroyed somewehre
somewehre great
great work
work isar
isar equipment
equipment logistics
logistics team
team working
working colleague
colleague plan
plan prepare
prepare load
load essential
essential firefighting
firefighting equipment
equipment bound
bound fire
fire resilience
resilience also
also brilliant
brilliant year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill still
still going
going possibility
possibility real
real ever
ever people
people must
must know
know meansdefcon
meansdefcon uk
uk show
show incredible
incredible detail
detail comparing
comparing inhumane
inhumane monstrous
monstrous assault
assault grotesque
grotesque insensitive
insensitive crass
crass also
also sound
sound drunk
drunk stumble
stumble delivering
delivering repulsive
repulsive claimsbrexit
claimsbrexit russian
russian offensive
offensive destabilise
destabilise west
west cat
cat gift
gift shop
shop donating
donating pet
pet purchase
purchase likened
likened whats
whats happening
happening thats
thats grossly
grossly insulting
insulting ukrainians
ukrainians whove
whove unlawfully
unlawfully invaded
invaded literally
literally fighting
fighting life
life freedom
freedom join
join zoom
zoom ukrainian
ukrainian drone
drone something
something else
else two
two russian
russian soldier
soldier footage
footage high
high distance
distance right
right stop
stop people
people involved
involved trafficking
trafficking weapon
weapon russia
russia indeed
indeed continues
continues providing
providing health
health facility
facility across
across life-saving
life-saving medical
medical equipment
equipment chemical
chemical protection
protection suit
suit handed
handed emergency
emergency medical
medical service
service haematology
haematology analyzer
analyzer run
run test
test per
per hour
hour town
town ukrainka
ukrainka newly
newly added
added russian
russian equipment
equipment loss
loss x
x t-b
t-b obr
obr mbt
mbt destroyed
destroyed x
x t-b
t-b mbt
mbt destroyed
destroyed x
x mt-lbu
mt-lbu afv
afv abandoned
abandoned x
x kamaz
kamaz typhoon
typhoon mrap
mrap destroyed
destroyed x
x kraz-b
kraz-b truck
truck destroyed
destroyed full
full list
list force
force blow
blow railway
railway bridge
bridge near
near border
border ever
ever thought
thought top
top saying
saying dangerous
dangerous person
person one
one devoid
devoid moral
moral human
human dimension
dimension example
example people
people changed
changed political
political party
party could
could pm
pm face
face countryhe
countryhe garbage
garbage video
video russian
russian kamaz
kamaz typhoon-k
typhoon-k mrap
mrap armoured
armoured vehicle
vehicle destroyed
destroyed ukrainian
ukrainian force
force employee
employee belarusian
belarusian embassy
embassy left
left last
last employee
employee crossed
crossed border
border today
today quite
quite worrying
worrying year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill moment
moment importance
importance fsb
fsb report
report mine
mine step
step along
along shore
shore expecting
expecting paratrooper
paratrooper landing
landing washed
washed storm
storm heading
heading towards
towards also
also known
known strait
strait istanbul
istanbul welcome
welcome scotlandgreat
scotlandgreat see
see first
first minister
minister welcoming
welcoming ukrainians
ukrainians scotland
scotland we're
we're welcoming
welcoming nation
nation safe
safe country
country let's
let's make
make welcome
welcome possible
possible one
one insane
insane video
video they'll
they'll never
never show
show interview
interview oleksiy
oleksiy adviser
adviser head
head office
office president
president price
price joining
joining big
big wanted
wanted first
first place
place military
military transport
transport aircraft
aircraft c-a
c-a globemaster
globemaster iii
iii royal
royal air
air force
force britain
britain currently
currently leaving
leaving polish
polish rzeszow
rzeszow delivered
delivered another
another batch
batch weapon
weapon another
another intercept
intercept near
near nothing
nothing week
week mean
mean gone
gone wont
wont surrender
surrender cut
cut pows
pows ear
ear broke
broke finger
finger think
think theyd
theyd treat
treat better
better war
war india
india japan
japan keep
keep trying
trying end
end russia-ukraine
russia-ukraine war
war kishida
kishida meaningful
meaningful negotiation
negotiation peace
peace security
security meaningful
meaningful fair
fair without
without delay
delay chance
chance reduce
reduce damage
damage mistake
mistake thread
thread us
us strategy
strategy used
used attacking
attacking fleeing
fleeing civilian
civilian controlling
controlling humanitarian
humanitarian corridor
corridor bombing
bombing hospital
hospital spreading
spreading disinformation
disinformation useful
useful insight
insight russian
russian soldier
soldier giving
giving putin
putin evacuating
evacuating city
city save
save equipment
equipment ukranian
ukranian army
army trying
trying buy
buy tank
tank soldier
soldier giving
giving food
food military
military operation
operation coming
coming end
end ukranian
ukranian army
army recovering
recovering cityies
cityies child
child woman
woman killed
killed child
child wounded
wounded result
result russian
russian army
army shelling
shelling residential
residential house
house rubizhne
rubizhne oblast
oblast fallen
fallen hero
hero come
come homepeople
homepeople kneel
kneel kharkov
kharkov shelling
shelling russian
russian troop
troop recent
recent video
video ukrainian
ukrainian drone
drone dropping
dropping rkg
rkg munition
munition russian
russian supply
supply communication
communication command
command truck
truck bangladeshi
bangladeshi migrant
migrant claim
claim used
used human
human shield
shield ukrainian
ukrainian army
army forcibly
forcibly held
held immigration
immigration camp
camp war
war village
village near
near freed
freed occupier
occupier last
last hour
hour direction
direction thrown
thrown back
back km
km capital
capital need
need antiaircraft
antiaircraft weapon
weapon one
one get
get rid
rid n-made
n-made system
system triple
triple play
play help
help send
send ukraine
ukraine offer
offer nice
nice new
new american
american replacement
replacement get
get f
f shipment
shipment back
back track
track lol
lol nice
nice try
try campaign
campaign destruction
destruction across
across escalates
escalates west
west faced
faced prospect
prospect neo-imperialist
neo-imperialist pounding
pounding gate
gate europe
europe opinion
opinion likened
likened whats
whats happening
happening thats
thats grossly
grossly insulting
insulting ukrainians
ukrainians whove
whove unlawfully
unlawfully invaded
invaded literally
literally fighting
fighting life
life freedom
freedom join
join family
family rescued
rescued hour
hour emergency
emergency rescue
rescue support
support team
team contact
contact email
email ukrainerescuecomphone
ukrainerescuecomphone call
call text
text belarusian
belarusian battalion
battalion named
named kastus
kastus kalinouski
kalinouski participate
participate operation
operation free
free mariupol
mariupol fighting
fighting alongside
alongside ukrainians
ukrainians two
two belarusian
belarusian volunteer
volunteer murdered
murdered russian
russian army
army since
since start
start war
war injured
injured since
since beginning
beginning war
war russian
russian occupier
occupier conducted
conducted air
air raid
raid since
since invasion
invasion enemy
enemy made
made missile
missile strike
strike well
well used
used surface-to-surface
surface-to-surface naval
naval surface-to-air
surface-to-air missile
missile world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished tried
tried war
war crime
crime another
another intercept
intercept near
near nothing
nothing week
week mean
mean gone
gone wont
wont surrender
surrender cut
cut pows
pows ear
ear broke
broke finger
finger think
think theyd
theyd treat
treat better
better video
video russian
russian kamaz
kamaz typhoon-k
typhoon-k mrap
mrap armoured
armoured vehicle
vehicle destroyed
destroyed ukrainian
ukrainian force
force one
one insane
insane video
video they'll
they'll never
never show
show interview
interview oleksiy
oleksiy adviser
adviser head
head office
office president
president price
price joining
joining big
big wanted
wanted first
first place
place likened
likened whats
whats happening
happening thats
thats grossly
grossly insulting
insulting ukrainians
ukrainians whove
whove unlawfully
unlawfully invaded
invaded literally
literally fighting
fighting life
life freedom
freedom join
join meanwhile
meanwhile support
support shit
shit happens
happens never
never forget
forget republicans
republicans chance
chance impeach
impeach convict
convict donald
donald trump
trump blackmailing
blackmailing volodymyr
volodymyr zelensky
zelensky gop
gop house
house member
member gop
gop senators
senators refused
refused mattered
mattered abandoned
abandoned constitution
constitution dozens
dozens resident
resident zhytomyr
zhytomyr region
region killed
killed airstrikes
airstrikes russian
russian army
army houses
houses school
school infrastructure
infrastructure destroyed
destroyed kremlin
kremlin keep
keep denying
denying attack
attack civilian
civilian good
good saturday
saturday morning
morning everyone
everyone russia
russia terrorist
terrorist state
state ifb
ifb occupied
occupied invaders
invaders play
play back
back anthem
anthem ussr
ussr locals
locals sing
sing anthem
anthem according
according legacy
legacy medium
medium russia
russia military
military victory
victory everything
everything ukraine
ukraine doe
doe successful
successful stunning
stunning brave
brave different
different day
day story
story place
place detail
detail changed
changed truth
truth matter
matter nuke
nuke annihilation
annihilation one
one putin
putin tantrum
tantrum away
away war
war olga
olga semydyanova
semydyanova mother
mother child
child killed
killed battle
battle bastardsshe
bastardsshe expressed
expressed desire
desire defend
defend country
country end
end even
even knew
knew battalion
battalion might
might surviveshe
surviveshe hero
hero hero
hero urgent
urgent staff
staff member
member embassy
embassy ukraine
ukraine left
left territory
territory today
today led
led ambassadorwhat
ambassadorwhat could
could mean
mean diplomacy
diplomacy world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished priti
priti patel
patel belief
belief woman
woman child
child ukraine
ukraine desperately
desperately seeking
seeking safe
safe refuge
refuge could
could putin
putin spy
spy excuse
excuse trying
trying keep
keep sure
sure brave
brave ukrainian
ukrainian woman
woman would
would something
something say
say shameful
shameful statement
statement slovaks
slovaks making
making child
child smile
smile police
police officer
officer soldier
soldier firefighter
firefighter best
best job
job people
people coming
coming ukraine
ukraine total
total number
number people
people came
came mostly
mostly woman
woman child
child marik
marik dog
dog difficult
difficult fate
fate owner
owner killed
killed nazis
nazis family
family trying
trying leave
leave car
car full
full people
people shot
shot cold
cold blood
blood dog
dog survived
survived wounded
wounded marking
marking year
year uprising
uprising people
people still
still dying
dying blitzwe
blitzwe free
free surely
surely people
people bemarch
bemarch ongoing
ongoing urgent
urgent staff
staff member
member embassy
embassy ukraine
ukraine left
left territory
territory today
today led
led ambassadorwhat
ambassadorwhat could
could mean
mean diplomacy
diplomacy destroying
destroying bridge
bridge railway
railway scuttling
scuttling ship
ship recruiting
recruiting teenager
teenager fight
fight begging
begging help
help burning
burning document
document like
like berlinwe
berlinwe require
require bellingcat
bellingcat gibberish
gibberish see
see obvious
obvious low
low sugar
sugar day
day conscience
conscience occupied
occupied invaders
invaders play
play back
back anthem
anthem ussr
ussr locals
locals sing
sing anthem
anthem medyka
medyka poland
poland al
al veteran
veteran fully
fully support
support rescue
rescue operation
operation mission
mission take
take chinese
chinese communist
communist party
party ccp
ccp build
build powerful
powerful free
free chinadont
chinadont dissuaded
dissuaded fear
fear threat
threat thank
thank al
al convoy
convoy channel
channel well
well moral
moral booster
booster follow
follow list
list constantly
constantly updated
updated coverage
coverage war
war yucheng
yucheng called
called nato
nato cold
cold war
war vestige
vestige warning
warning expansion
expansion could
could cause
cause repercussion
repercussion dreadful
dreadful contemplate
contemplate china's
china's vice
vice foreign
foreign minister
minister blame
blame nato
nato war
war ukraine
ukraine world
world focus
focus family
family ethiopia
ethiopia face
face remain
remain forgotten
forgotten ic
ic according
according child
child five
five almost
almost two-third
two-third pregnant
pregnant breastfeeding
breastfeeding woman
woman malnourished
malnourished description
description pack
pack item
item high
high energy
energy medyka
medyka hf
hf distributed
distributed family
family welcome
welcome scotlandgreat
scotlandgreat see
see first
first minister
minister welcoming
welcoming ukrainians
ukrainians scotland
scotland we're
we're welcoming
welcoming nation
nation safe
safe country
country let's
let's make
make welcome
welcome possible
possible thing
thing provoke
provoke russia
russia hostile
hostile vigorous
vigorous response
response expansion
expansion nato
nato baltic
baltic state
state joe
joe biden
biden identify
identify danger
danger violent
violent consequence
consequence actively
actively seek
seek try
try make
make happen
happen invasion
invasion overshadowed
overshadowed atrocity
atrocity man-made
man-made famine
famine fallen
fallen victim
victim ic
ic must
must speak
speak stand
stand victim
victim war
war anywhere
anywhere workshop
workshop fellow
fellow farmer
farmer chernihiv
chernihiv seems
seems purposefully
purposefully hit
hit artillery
artillery border
border control
control officially
officially gave
gave ambassador
ambassador piece
piece silver
silver border
border control
control year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill likened
likened whats
whats happening
happening thats
thats grossly
grossly insulting
insulting ukrainians
ukrainians whove
whove unlawfully
unlawfully invaded
invaded literally
literally fighting
fighting life
life freedom
freedom join
join russian
russian roadblock
roadblock attacked
attacked ukrainian
ukrainian force
force result
result p
p shturm-s
shturm-s atgm
atgm carrier
carrier mt-lb
mt-lb multi-purpose
multi-purpose tracked
tracked vehicle
vehicle damaged
damaged destroyed
destroyed trusted
trusted source
source recent
recent video
video ukrainian
ukrainian drone
drone dropping
dropping rkg
rkg munition
munition russian
russian supply
supply communication
communication command
command truck
truck isaac
isaac stanley-becker
stanley-becker washington
washington post
post one
one would
would call
call red
red army
army liberation
liberation force
force read
read book
book almost
almost vomited
vomited reading
reading article
article problem
problem ukraine
ukraine face
face unfair
unfair fight
fight trying
trying fend
fend attacking
attacking army
army army
army trying
trying destroy
destroy everything
everything path
path civilized
civilized people
people trying
trying fight
fight savage
savage slovaks
slovaks making
making child
child smile
smile police
police officer
officer soldier
soldier firefighter
firefighter best
best job
job people
people coming
coming ukraine
ukraine total
total number
number people
people came
came mostly
mostly woman
woman child
child armenia
armenia liearmenia
liearmenia occupationarmenia
occupationarmenia terror
terror smarmenia
smarmenia hatredarmenia
hatredarmenia war
war crimesall
crimesall together
together russia's
russia's fifth
fifth leg
leg p
p tin
tin soldier
soldier amazed
amazed pm
pm big
big cleaning
cleaning day
day together
together siren
siren current
current music
music went
went shop
shop ice
ice cream
cream listened
listened mrs
mrs snoring
snoring man
man arguing
arguing someone
someone planning
planning one
one meeting
meeting time
time poor
poor mind
mind begging
begging reading
reading ok
ok city
city sea
sea name
name mariupol
mariupol named
named virgin
virgin mary
mary mother
mother jesus
jesus christ
christ thousand
thousand resident
resident day
day without
without water
water food
food electricity
electricity hundreds
hundreds air
air bomb
bomb thousand
thousand shell
shell hit
hit hero
hero city
city response
response urgent
urgent needed
needed people
people group
group luxembourg
luxembourg artist
artist collaboration
collaboration mudam
mudam bert
bert theis
theis archive
archive organising
organising initiative
initiative sun
sun hh
hh video
video russian
russian kamaz
kamaz typhoon-k
typhoon-k mrap
mrap armoured
armoured vehicle
vehicle destroyed
destroyed ukrainian
ukrainian force
force another
another intercept
intercept taken
taken city
city nah
nah commander
commander refused
refused send
send slaughter
slaughter loot
loot around
around allowed
allowed evening's
evening's message
message meaningful
meaningful peace
peace security
security talk
talk ukraine
ukraine chance
chance russia
russia reduce
reduce damage
damage mistake
mistake time
time meet
meet time
time talk
talk time
time restore
restore territorial
territorial integrity
integrity justice
justice ukraine
ukraine left
left right
right general
general andrey
andrey mordvichev
mordvichev dead
dead burn
burn hell
hell mf
mf zelensky
zelensky international
international symbol
symbol fight
fight freedom
freedom children
children laugh
laugh border
border soldier
soldier supposed
supposed right
right protect
protect kid
kid murder
murder journalist
journalist currently
currently detention
detention presumably
presumably contact
contact allowed
allowed neither
neither wife
wife lawyer
lawyer please
please spread
spread widely
widely help
help avert
avert tragedy
tragedy cry
cry help
help original
original right
right war
war ukraine
ukraine prompts
prompts political
political makeover
makeover poland
poland rob
rob elaine
elaine klemmensen
klemmensen landed
landed close
close border
border deployment
deployment focus
focus establishing
establishing first
first vwb
vwb animal
animal care
care centre
centre providing
providing urgent
urgent care
care animal
animal fleeing
fleeing war
war please
please support
support emergency
emergency effort
effort another
another official
official captured
captured armed
armed force
force time
time secretary
secretary nova
nova kakhovka
kakhovka city
city council
council region
region dmytro
dmytro vasyliev
vasyliev first
first time
time dropped
dropped parachute
parachute bomb
bomb blockbuster
blockbuster prob
prob rocket
rocket launcher
launcher people
people support
support struggleworld
struggleworld representative
representative culture
culture sport
sport including
including famous
famous football
football player
player robert
robert lewandowski
lewandowski champion
champion addressed
addressed citizen
citizen ukraine
ukraine alone
alone low
low tasteless
tasteless get
get glad
glad mike
mike pitney
pitney spoke
spoke fire
fire rescue
rescue equipment
equipment convoy
convoy mike
mike changed
changed bespoke
bespoke ukrainian
ukrainian shirt
shirt whilst
whilst coordinating
coordinating many
many fire
fire rescue
rescue service
service volunteer
volunteer going
going convoy
convoy know
know shabbat
shabbat rabbi
rabbi moshe
moshe reuven
reuven azman
azman welcomed
welcomed refugee
refugee jews
jews non-jews
non-jews synagogue
synagogue kyiv
kyiv helped
helped organise
organise evacuation
evacuation fm
fm hell
hell shell
shell shocked
shocked russian
russian attack
attack town
town home
home want
want believe
believe nazis
nazis biolabs
biolabs conspiracy
conspiracy theorist
theorist see
see wef
wef tool
tool gfy
gfy one
one insane
insane video
video they'll
they'll never
never show
show interview
interview oleksiy
oleksiy adviser
adviser head
head office
office president
president price
price joining
joining big
big wanted
wanted first
first place
place st
st separate
separate battalion
battalion right
right sector
sector group
group released
released video
video artillery
artillery attack
attack positionthe
positionthe group
group seems
seems operating
operating mm
mm p
p howitzer
howitzer exact
exact location
location specified
specified group
group usually
usually striking
striking climate
climate friday
friday striking
striking who's
who's leader
leader financing
financing war
war homeeu
homeeu paid
paid billion
billion far
far fossil
fossil fuels
fuels putin
putin since
since start
start war
war ukraineeu
ukraineeu leader
leader saying
saying general
general andrey
andrey mordvichev
mordvichev dead
dead burn
burn hell
hell mf
mf moment
moment importance
importance fsb
fsb report
report mine
mine step
step along
along shore
shore expecting
expecting paratrooper
paratrooper landing
landing washed
washed storm
storm heading
heading towards
towards also
also known
known strait
strait istanbul
istanbul nestle
nestle remains
remains paying
paying tax
tax russian
russian government
government giving
giving putin
putin money
money kill
kill civilian
civilian child
child well
well cat
cat dog
dog animal
animal kept
kept entertainment
entertainment also
also need
need urgent
urgent help
help friend
friend sent
sent uah
uah hippodrome
hippodrome support
support almost
almost horse
horse that's
that's donation
donation make
make difference
difference image
image uanimals
uanimals employee
employee belarusian
belarusian embassy
embassy left
left last
last employee
employee crossed
crossed border
border today
today quite
quite worrying
worrying mural
mural show
show brave
brave little
little girl
girl hiding
hiding fairy
fairy tale
tale character
character different
different country
country flag
flag today
today ukraine
ukraine truly
truly decides
decides future
future serious
serious question
question keep
keep mind
mind war
war taking
taking place
place inside
inside nation
nation widespread
widespread open
open internet
internet cell
cell phone
phone network
network russia
russia exactly
exactly syria
syria attack
attack civilian
civilian destroy
destroy city
city terrorize
terrorize west
west responded
responded level
level moral
moral outrage
outrage economic
economic sanction
sanction would
would ukraine
ukraine situation
situation today
today military
military transport
transport aircraft
aircraft c-a
c-a globemaster
globemaster iii
iii royal
royal air
air force
force britain
britain currently
currently leaving
leaving polish
polish rzeszow
rzeszow delivered
delivered another
another batch
batch weapon
weapon fair
fair wind
wind following
following sea
sea hmcs
hmcs halifax
halifax depart
depart pm
pm today
today support
support nato
nato claim
claim main
main strategic
strategic objective
objective invasion
invasion secure
secure territorial
territorial legal
legal status
status donbas
donbas crimea
crimea employee
employee embassy
embassy left
left igor
igor sokol
sokol announced
announced said
said checkpoint
checkpoint completely
completely inspected
inspected car
car employee
employee kept
kept border
border night
night left
left big
big president
president putin
putin sacked
sacked around
around staff
staff member
member fearing
fearing would
would poison
poison bodyguards
bodyguards cook
cook launderers
launderers secretary
secretary among
among sacked
sacked report
report thedaily
thedaily beastwhich
beastwhich cited
cited russian
russian government
government source
source next
next round
round shipment
shipment destined
destined left
left chicago
chicago distribution
distribution center
center march
march shipment
shipment contain
contain pound
pound including
including trauma
trauma supply
supply airway
airway kit
kit suture
suture glove
glove surgical
surgical gown
gown surgical
surgical supply
supply important
important update
update rescuer
rescuer andrea
andrea volunteer
volunteer urgently
urgently need
need supply
supply delivery
delivery drivers
drivers desperately
desperately wantedrescue
wantedrescue located
located remote
remote part
part near
near animal
animal safe
safe face
face new
new reality
reality security
security due
due illegal
illegal invasion
invasion response
response reinforced
reinforced defensive
defensive presence
presence eastern
eastern part
part alliance
alliance troop
troop plane
plane shipsheres
shipsheres overview
overview likely
likely oblast
oblast ukrainian
ukrainian force
force destroyed
destroyed tank
tank x
x t-b
t-b t-b
t-b obr
obr t-b
t-b unsure
unsure precise
precise location
location vehicle
vehicle previously
previously unseen
unseen last
last night
night syracuse
syracuse ny
ny quite
quite thing
thing even
even url
url came
came basement
basement join
join fun
fun watch
watch state
state security
security service
service kidnapped
kidnapped home
home journalist
journalist physicist
physicist progressive
progressive yuri
yuri neutral
neutral observer
observer war
war whose
whose sole
sole fault
fault cheerlead
cheerlead regime
regime loved
loved ukraine
ukraine thirty
thirty piece
piece silver
silver price
price judas
judas iscariot
iscariot betrayed
betrayed jesus
jesus according
according account
account gospel
gospel matthew
matthew new
new testament
testament good
good morning
morning th
th day
day th
th day
day today
today speak
speak inhumanity
inhumanity fear
fear blood
blood moneyi
moneyi also
also share
share item
item see
see thread
thread ulysses
ulysses grant
grant support
support thank
thank time
time russia
russia one
one top
top kremlin
kremlin propagandist
propagandist solovyov
solovyov say
say talk
talk show
show sanction
sanction like
like stop
stop border
border translation
translation kremlin
kremlin propaganda
propaganda promoting
promoting invasion
invasion nato
nato member
member state
state flag
flag flying
flying victim
victim occupier
occupier putin
putin become
become ukrainian
ukrainian child
child injured
injured affected
affected child
child region
region sos
sos community
community seeks
seeks safe
safe escapelease
escapelease dont
dont leave
leave alone
alone russia
russia mined
mined route
route bosporus
bosporus odessa
odessa claimed
claimed ukrainian
ukrainian mine
mine announced
announced head
head theproject
theproject institute
institute black
black sea
sea strategic
strategic studies
studies andrei
andrei klimenko
klimenko year
year soviet
soviet war
war afghanistan
afghanistan ussr
ussr lost
lost fighter
fighter jet
jet day
day war
war russia
russia loses
loses fighter
fighter jet
jet ukrainian
ukrainian air
air force
force got
got skill
skill please
please pray
pray dear
dear friend
friend pastor
pastor bill
bill devlin
devlin kyiv
kyiv right
right bringing
bringing spiritual
spiritual humanitarian
humanitarian assistance
